date,industrial_production_index,industrial_production_1m_growth_rate,industrial_production_12m_growth_rate,nominal_er_nat_currency_per_usd,nominal_er_growth_rate,real_er_nat_currency_per_usd,real_er_growth_rate,reserves_in_usd_italy,reserves_index_italy,reserves_in_usd_usa,reserves_index_usa,cpi_italy,inflation_rate_italy,cpi_usa,inflation_rate_usa
1982-01-01,93.9997320370559,14.614264919941732,2.7400835073068786,1227.100000001,1.6156145715900738,1857.5593316785084,0.5097267195646404,48278.1088171443,1614.9225227343802,30097.3622697571,140.13046903477078,28.5681362985212,1.4229399000395435,43.2458708906677,0.3191489361701327
1982-02-01,97.2468652748105,3.4544069088138896,-0.9484435797665448,1265.850000001,3.1578518458127647,1894.262450429137,1.9758786771813863,46969.8077546414,1571.159316094377,30060.7644913621,139.96007324373247,28.9911996398178,1.4808923370983162,43.3834505435543,0.3181336161188985
1982-03-01,95.1099650926117,-2.197397495703457,-3.1250000000000555,1292.579999998,2.111624599832429,1916.029623853998,1.1491107486151009,39038.8236881688,1305.864649211199,29943.506689306,139.41413201961998,29.2361361415603,0.8448650100221888,43.3375906592588,-0.1057082452430857
1982-04-01,96.5067099044399,1.4685578009287823,0.1858966414672647,1321.21,2.214949945229261,1950.4189001127197,1.7948196536517358,37183.0019447001,1243.7866514366983,31555.8563169416,146.92107922461298,29.4810618900978,0.8377500616072453,43.5210301964408,0.4232804232803033
1982-05-01,93.9042281182984,-2.6966848095002383,-6.3905747947164855,1280.759999997,-3.061587484427153,1887.2543143282544,-3.238513828019951,37265.5319261562,1246.547313134511,30914.3570263257,143.93431926625587,29.8150671882198,1.1329486684269918,43.9337691551004,0.9483667017913476
1982-06-01,89.9169395101734,-4.246122552758647,-6.920415224913546,1356.019999995,5.87619850699399,2002.2474172289585,6.093142934031914,35041.7746725638,1172.161721778351,30671.3684785357,142.8029875945065,30.1268025989457,1.045563334665478,44.4840877666466,1.2526096033404377
1982-07-01,91.9583357736146,2.2703133297927947,-1.4961636828645153,1381.129999995,1.8517425996734893,2024.3998816202247,1.1063799708591835,36069.566575076,1206.5417820731227,31226.7276897789,145.3886874992616,30.505336918655,1.25647027581528,44.7133871881241,0.5154639175256381
1982-08-01,38.0821876045477,-58.58756328703099,-1.6949152542372503,1390.609999999,0.6863944743821682,2005.873209725224,-0.915168592095228,36979.5135619244,1236.9798816499217,31232.4459871691,145.4153113504877,31.0619980779184,1.8247992498747976,44.8051069567152,0.2051282051283687
1982-09-01,94.4653136409986,148.05642633228803,-3.875121477162413,1409.199999995,1.3368234081456043,2006.6415630116635,0.0383051771524867,35774.0803627073,1196.6576471887372,30992.6181517303,144.29869565618142,31.5296011940072,1.505386469073322,44.8968267253062,0.2047082906857067
1982-10-01,93.4386465143557,-1.0868191583469522,-4.198286413708674,1438.129999995,2.0529378370779616,2019.877309832031,0.6595969636202792,34564.7030260873,1156.2034797152469,31711.4815637779,147.64565563889684,32.0639924658745,1.694887507707743,45.0344063781927,0.3064351378957441
1982-11-01,92.5194212963149,-0.9837741152420976,-6.389660587027435,1469.789999999,2.201469964753544,2031.9181678163245,0.596118285288072,33411.7277767628,1117.635985173534,34005.8039490396,158.32780343251778,32.5093364477721,1.3889224255887012,44.9426866096017,-0.2036659877799884
1982-12-01,79.0414307616646,-14.567741935483912,-3.624454148471668,1397.740000002,-4.902060838422429,1907.4413162473045,-6.126076017263715,37776.3702044945,1263.6350628698613,33957.3547622223,158.1022286059861,32.7988019711019,0.8904073566522674,44.7592470724196,-0.4081632653062494
1983-01-01,85.6431391457758,8.352212656698343,-8.890017780035608,1374.100000001,-1.691301672769352,1856.3392941187683,-2.6790875133749226,38875.0141906044,1300.3851543938586,33935.3265683445,157.99966742097533,33.1995954250024,1.221975894892835,44.8509668410107,0.2049180327870603
1983-02-01,92.3284134587999,7.805965988291108,-5.057697029216845,1397.96,1.736409286004137,1865.48078418992,0.4924471566223554,38579.7021858381,1290.506846825158,34232.1853488656,159.3818137957529,33.6449286536951,1.3413814927314638,44.8968267253062,0.102249488752526
